{ts '2014-03-17 00:00:00'}: 2014-03-17 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-16 00:00:00'}: 2014-03-17 00:00 Untriaged ColdFusion 10 bug count: 52. List: http://t.co/XGoReqPrfq
{ts '2014-03-16 00:00:00'}: 2014-03-17 00:00 Untriaged ColdFusion 11 bug count: 11. List: http://t.co/xSncZfmOME
{ts '2014-03-15 00:00:00'}: 2014-03-16 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-15 00:00:00'}: 2014-03-16 00:00 Untriaged ColdFusion 10 bug count: 52. List: http://t.co/XGoReqPrfq
{ts '2014-03-15 00:00:00'}: 2014-03-16 00:00 Untriaged ColdFusion 11 bug count: 11. List: http://t.co/xSncZfmOME
{ts '2014-03-15 00:00:00'}: 2014-03-15 00:10 Untriaged ColdFusion 11 bug count: 9. List: http://t.co/xSncZfmOME
{ts '2014-03-15 00:00:00'}: 2014-03-15 00:10 Untriaged ColdFusion 10 bug count: 52. List: http://t.co/XGoReqPrfq
{ts '2014-03-15 00:00:00'}: 2014-03-15 00:10 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-11 00:00:00'}: 2014-03-12 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-11 00:00:00'}: 2014-03-12 00:00 Untriaged ColdFusion 10 bug count: 52. List: http://t.co/XGoReqPrfq
{ts '2014-03-11 00:00:00'}: 2014-03-12 00:00 Untriaged ColdFusion 11 bug count: 11. List: http://t.co/xSncZfmOME
{ts '2014-03-11 00:00:00'}: 2014-03-11 00:00 Untriaged ColdFusion 9.x bug count: 24. List: http://t.co/OvYQLmn5M4
{ts '2014-03-11 00:00:00'}: 2014-03-11 00:00 Untriaged ColdFusion 10 bug count: 51. List: http://t.co/XGoReqPrfq
{ts '2014-03-11 00:00:00'}: 2014-03-11 00:00 Untriaged ColdFusion 11 bug count: 11. List: http://t.co/xSncZfmOME
{ts '2014-03-10 00:00:00'}: 2014-03-10 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-10 00:00:00'}: 2014-03-10 00:00 Untriaged ColdFusion 11 bug count: 12. List: http://t.co/xSncZfmOME
{ts '2014-03-10 00:00:00'}: 2014-03-10 00:00 Untriaged ColdFusion 10 bug count: 50. List: http://t.co/XGoReqPrfq
{ts '2014-03-08 00:00:00'}: 2014-03-09 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-08 00:00:00'}: 2014-03-09 00:00 Untriaged ColdFusion 10 bug count: 50. List: http://t.co/XGoReqPrfq
{ts '2014-03-08 00:00:00'}: 2014-03-09 00:00 Untriaged ColdFusion 11 bug count: 11. List: http://t.co/xSncZfmOME
{ts '2014-03-07 00:00:00'}: 2014-03-08 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-07 00:00:00'}: 2014-03-08 00:00 Untriaged ColdFusion 11 bug count: 10. List: http://t.co/xSncZfmOME
{ts '2014-03-07 00:00:00'}: 2014-03-08 00:00 Untriaged ColdFusion 10 bug count: 50. List: http://t.co/XGoReqPrfq
{ts '2014-03-06 00:00:00'}: 2014-03-07 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/yP4mlTebjG
{ts '2014-03-06 00:00:00'}: 2014-03-07 00:00 Untriaged ColdFusion 11 bug count: 11. List: http://t.co/e9prMi4Dcx
{ts '2014-03-06 00:00:00'}: 2014-03-07 00:00 Untriaged ColdFusion 10 bug count: 50. List: http://t.co/BFJsZpWbgg
{ts '2014-03-05 00:00:00'}: 2014-03-06 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-05 00:00:00'}: 2014-03-06 00:00 Untriaged ColdFusion 10 bug count: 51. List: http://t.co/XGoReqPrfq
{ts '2014-03-05 00:00:00'}: 2014-03-06 00:00 Untriaged ColdFusion 11 bug count: 9. List: http://t.co/xSncZfmOME
{ts '2014-03-04 00:00:00'}: 2014-03-05 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-04 00:00:00'}: 2014-03-05 00:00 Untriaged ColdFusion 10 bug count: 52. List: http://t.co/XGoReqPrfq
{ts '2014-03-04 00:00:00'}: 2014-03-05 00:00 Untriaged ColdFusion 11 bug count: 9. List: http://t.co/xSncZfmOME
{ts '2014-03-04 00:00:00'}: 2014-03-04 00:00 Untriaged ColdFusion 10 bug count: 51. List: http://t.co/XGoReqPrfq
{ts '2014-03-03 00:00:00'}: 2014-03-04 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-03 00:00:00'}: 2014-03-04 00:00 Untriaged ColdFusion 11 bug count: 8. List: http://t.co/xSncZfmOME
{ts '2014-03-03 00:00:00'}: 2014-03-03 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-03 00:00:00'}: 2014-03-03 00:00 Untriaged ColdFusion 10 bug count: 52. List: http://t.co/XGoReqPrfq
{ts '2014-03-03 00:00:00'}: 2014-03-03 00:00 Untriaged ColdFusion 11 bug count: 8. List: http://t.co/xSncZfmOME
{ts '2014-03-01 00:00:00'}: 2014-03-02 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-03-01 00:00:00'}: 2014-03-02 00:00 Untriaged ColdFusion 10 bug count: 52. List: http://t.co/XGoReqPrfq
{ts '2014-03-01 00:00:00'}: 2014-03-02 00:00 Untriaged ColdFusion 11 bug count: 7. List: http://t.co/xSncZfmOME
{ts '2014-02-28 00:00:00'}: 2014-03-01 00:00 Untriaged ColdFusion 9.x bug count: 25. List: http://t.co/OvYQLmn5M4
{ts '2014-02-28 00:00:00'}: 2014-03-01 00:00 Untriaged ColdFusion 11 bug count: 7. List: http://t.co/xSncZfmOME
{ts '2014-02-28 00:00:00'}: 2014-03-01 00:00 Untriaged ColdFusion 10 bug count: 52. List: http://t.co/XGoReqPrfq
{ts '2014-02-28 00:00:00'}: 2014-02-28 03:43 Untriaged ColdFusion 11 bug count: 7. List: http://t.co/xSncZfmOME
{ts '2014-02-28 00:00:00'}: 2014-02-28 03:43 Untriaged ColdFusion 10 bug count: 51. List: http://t.co/XGoReqPrfq
